artikel_id,part_number,naam,lange_naam,prijs,prijs_per_eenheid,valuta,beschikbaar,koopbaar,promo,categorie,thumbnail_url,unique_id
4951066,41280-P,BUTTERFLY Kippengroenten 950ml,BUTTERFLY Kippengroenten 950ml,"4,89","5,15",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Verse soepen,,3074457345616872420
4719488,9865-P,BUTTERFLY tom.gr.soep balletjes 950ml,BUTTERFLY tom.gr.soep balletjes 950ml,"5,09","5,36",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Verse soepen,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/17/19/asset-3641719.jpg,3074457345616815226
4530382,7460-P,GREAT Tomatensoep basilicum Bio 600ml,GREAT Tomatensoep basilicum Bio 600ml,"3,09","5,15",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Verse soepen,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/56/44/asset-2695644.jpg,3074457345616791054
4950981,41272-P,GARCIA MILLAN Gazpacho Mediterranea 1L,GARCIA MILLAN Gazpacho Mediterranea 1L,"4,79","4,79",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Verse soepen,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/36/55/asset-4093655.jpg,3074457345616872408
4791605,33550-P,BONI Sharing Bread Pizza 230g,BONI Sharing Bread Pizza 230g,"2,79","12,14",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Pizza en quiche,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/76/10/asset-3467610.jpg,3074457345616828936
4838420,37949-P,WAHID Lahmacun Pizza 2x150g,WAHID Lahmacun Pizza 2x150g,"4,79","15,97",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Pizza en quiche,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/16/28/asset-3961628.jpg,3074457345616839548
3435947,30438-P,BONI pizza 4 kazen 415g,BONI pizza 4 kazen 415g,"4,99","12,03",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Pizza en quiche,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/78/15/asset-3887815.jpg,3074457345616717152
4425873,26009-P,BONI pizza margherita deluxe 420g,BONI pizza margherita deluxe 420g,"4,99","11,89",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Pizza en quiche,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/11/01/asset-3351101.jpg,3074457345616775514
3426389,30389-P,BONI pizza Rondo di Roma 450g,BONI pizza Rondo di Roma 450g,"4,99","11,09",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Pizza en quiche,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/11/56/asset-3411156.jpg,3074457345616716384
3426998,30395-P,BONI pizza Prosciutto Crudo 385g,BONI pizza Prosciutto Crudo 385g,"4,99","12,97",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Pizza en quiche,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/02/06/asset-3150206.jpg,3074457345616716422
4886553,36530-P,REPOMODORO Pizza Margherita 345g,REPOMODORO Pizza Margherita 345g,"5,99","17,37",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Pizza en quiche,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/20/22/asset-4052022.jpg,3074457345616848510
1903898,35602-P,EVERYDAY pizza bolognese 350g,EVERYDAY pizza bolognese 350g,"1,59","4,55",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Pizza en quiche,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/04/35/asset-2060435.jpg,3074457345616690760
3072068,31350-P,BONI quiche lorraine 300g,BONI quiche lorraine 300g,"2,94","9,80",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Pizza en quiche,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/10/92/asset-3351092.jpg,3074457345616704710
3964770,2747-P,BONI quiche zalm spinazie 300g,BONI quiche zalm spinazie 300g,"4,49","14,97",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Pizza en quiche,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/60/56/asset-3176056.jpg,3074457345616733248
3283910,11260-P,lasagne bolognese ±400g,lasagne bolognese ±400g,"11,00","11,00",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Lasagne,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/56/60/asset-2665660.jpg,3074457345616713210
3283913,11294-P,lasagne verde ±400g,lasagne verde ±400g,"11,89","11,89",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Lasagne,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/56/61/asset-2665661.jpg,3074457345616713212
3283923,11544-P,Lasagne met kip ±400g,Lasagne met kip ±400g,"12,50","12,50",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Lasagne,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/56/62/asset-2665662.jpg,3074457345616713214
27851,27851-P,COME A CASA lasagne bolognese 400g,COME A CASA lasagne bolognese 400g,"3,99","9,98",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Lasagne,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/75/56/asset-3977556.jpg,3074457345616679352
1859397,35600-P,COME A CASA lasagne bolognese 1kg,COME A CASA lasagne bolognese 1kg,"7,35","7,35",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Lasagne,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/75/58/asset-3977558.jpg,3074457345616691208
2532132,13888-P,"COME A CASA lasagne bolognese 1,6kg","COME A CASA lasagne bolognese 1,6kg","11,69","7,31",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Lasagne,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/75/60/asset-3977560.jpg,3074457345616696596
1236627,27838-P,COME A CASA lasagne zalm 400g,COME A CASA lasagne zalm 400g,"6,49","16,23",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Lasagne,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/75/57/asset-3977557.jpg,3074457345616684484
4483632,19653-P,COME A CASA Lasagne Vegetariana 400g,COME A CASA Lasagne Vegetariana 400g,"5,09","12,73",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Lasagne,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/75/62/asset-3977562.jpg,3074457345616781744
4751247,11518-P,COME A CASA lasagne kip mascarpone 400g,COME A CASA lasagne kip mascarpone 400g,"5,09","12,73",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Lasagne,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/75/53/asset-3977553.jpg,3074457345616821686
1773181,33841-P,COME A CASA lasagne verde 400g,COME A CASA lasagne verde 400g,"4,99","12,48",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Lasagne,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/19/81/asset-2071981.jpg,3074457345616687386
4956264,1235-P,COME A CASA Lasagne Bo.High Protein 400g,COME A CASA Lasagne Bo.High Protein 400g,"5,59","13,98",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Lasagne,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/01/73/asset-4100173.jpg,3074457345616873984
27875,27875-P,BONI lasagne bolognese 400g,BONI lasagne bolognese 400g,"2,99","7,48",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Lasagne,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/11/18/asset-3351118.jpg,3074457345616679366
2785795,32561-P,BONI lasagne bolognese 1kg,BONI lasagne bolognese 1kg,"4,19","4,19",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Lasagne,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/11/22/asset-3351122.jpg,3074457345616697784
3472619,30791-P,BONI lasagne zalm 400g,BONI lasagne zalm 400g,"2,99","7,48",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Lasagne,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/11/26/asset-3351126.jpg,3074457345616720222
4725398,9693-P,BONI Lasagnebladen 250g,BONI Lasagnebladen 250g,"2,29","9,16",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Lasagne,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/74/68/asset-3337468.jpg,3074457345616815908
27876,27876-P,BONI lasagne verde 400g,BONI lasagne verde 400g,"1,74","4,35",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Lasagne,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/11/19/asset-3351119.jpg,3074457345616679368
1561876,27980-P,"BONI lasagne bolognese 1,6kg","BONI lasagne bolognese 1,6kg","7,99","5,00",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Lasagne,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/11/20/asset-3351120.jpg,3074457345616688164
4711255,9913-P,BONI Lasagne Groenten 400g,BONI Lasagne Groenten 400g,"2,99","7,48",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Lasagne,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/69/68/asset-4006968.jpg,3074457345616812732
4285078,7595-P,BONI Lasagne Ricotta Spinazie 400g,BONI Lasagne Ricotta Spinazie 400g,"3,45","8,63",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Lasagne,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/55/23/asset-3175523.jpg,3074457345616715266
27874,27874-P,EVERYDAY lasagne bolognese 1kg,EVERYDAY lasagne bolognese 1kg,"2,69","2,69",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Lasagne,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/10/44/asset-3411044.jpg,3074457345616679364
27877,27877-P,EVERYDAY lasagne bolognese 400g,EVERYDAY lasagne bolognese 400g,"1,45","3,63",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Lasagne,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/15/98/asset-3391598.jpg,3074457345616679370
4667678,12035-P,WAHID Vlees lasagne bolognaise 400g,WAHID Vlees lasagne bolognaise 400g,"4,99","12,48",EUR,N,true,,Kant- en-klaar maaltijden en verse bereidingen > Lasagne,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/16/36/asset-3961636.jpg,3074457345616808742
3514740,21173-P,BREMA ravioli spinazie vegan Bio 250g,BREMA ravioli spinazie vegan Bio 250g,"3,69","14,76",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Overige pasta,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/60/72/asset-986072.jpg,3074457345616715032
4708952,31679-P,PLANET V Tortelloni Spinaziesa.Bio 400g,PLANET V Tortelloni Spinaziesa.Bio 400g,"5,35","13,38",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Overige pasta,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/70/68/asset-3147068.jpg,3074457345616812358
3371205,22161-P,BONI BIO tagliatelle 250g,BONI BIO tagliatelle 250g,"2,39","9,56",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Overige pasta,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/28/15/asset-3352815.jpg,3074457345616715300
4881125,39212-P,BREMA Cappelleti Basilico BIO 200g,BREMA Cappelleti Basilico BIO 200g,"2,99","14,95",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Overige pasta,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/61/53/asset-3746153.jpg,3074457345616846440
2474846,37494-P,COME A CASA macaroni kaas-ham 400g,COME A CASA macaroni kaas-ham 400g,"4,95","12,38",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Overige pasta,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/75/59/asset-3977559.jpg,3074457345616693948
4868008,8504-P,RANA Ravioli Ricotta Spina 400g,RANA Ravioli Ricotta Spina 400g,"5,85","14,63",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Overige pasta,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/07/27/asset-3790727.jpg,3074457345616845172
2322267,5540-P,RANA gnocchi 500g,RANA gnocchi 500g,"4,79","9,58",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Overige pasta,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/22/97/asset-3802297.jpg,3074457345616697130
4871622,25956-P,RANA Cappell. | Rauwe ham 400g,RANA Cappell. | Rauwe ham 400g,"5,85","14,63",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Overige pasta,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/31/04/asset-3933104.jpg,3074457345616845624
4871712,28323-P,RANA Girasoli Pesto 400g,RANA Girasoli Pesto 400g,"5,85","14,63",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Overige pasta,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/19/15/asset-3921915.jpg,3074457345616845650
4871497,24869-P,RANA Ravioli Burrata Arrab 400g,RANA Ravioli Burrata Arrab 400g,"5,85","14,63",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Overige pasta,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/34/90/asset-3833490.jpg,3074457345616845600
2328043,18481-P,RANA pastavellen lasagne 250g,RANA pastavellen lasagne 250g,"3,29","13,16",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Overige pasta,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/03/45/asset-2700345.jpg,3074457345616699364
4871563,25584-P,RANA Tortell Ham mozza 400g,RANA Tortell Ham mozza 400g,"5,85","14,63",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Overige pasta,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/07/28/asset-3790728.jpg,3074457345616845610
4871683,26870-P,RANA Tortell eekhoornbrood 400g,RANA Tortell eekhoornbrood 400g,"5,85","14,63",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Overige pasta,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/13/51/asset-3751351.jpg,3074457345616845642
4871521,25177-P,RANA Tortell Parmi reggia 400g,RANA Tortell Parmi reggia 400g,"5,85","14,63",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Overige pasta,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/13/48/asset-3751348.jpg,3074457345616845602
4758894,2941-P,RANA gnocci ham mozzarella 280g,RANA gnocci ham mozzarella 280g,"3,99","14,25",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Overige pasta,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/24/24/asset-3712424.jpg,3074457345616823504
4753442,22609-P,RANA Gnocci Spinazie | mozzarella 280g,RANA Gnocci Spinazie | mozzarella 280g,"3,99","14,25",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Overige pasta,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/12/85/asset-3711285.jpg,3074457345616823502
1414724,9239-P,KING SOBA boekweitnoedels Bio 250g,KING SOBA boekweitnoedels Bio 250g,"3,99","15,96",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Overige pasta,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/76/41/asset-1667641.jpg,3074457345616683824
4936457,28482-P,BREMA Bio Taste Tortel.Fung.Por.Bio 250g,BREMA Bio Taste Tortel.Fung.Por.Bio 250g,"3,59","14,36",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Overige pasta,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/17/10/asset-4071710.jpg,3074457345616865228
1389280,27997-P,BONI Tortellini ricotta & spinazie 500g,BONI Tortellini ricotta & spinazie 500g,"2,99","5,98",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Overige pasta,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/76/96/asset-3197696.jpg,3074457345616750634
4601440,9877-P,BONI Gnocchi om te bakken 300g,BONI Gnocchi om te bakken 300g,"2,29","7,64",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Overige pasta,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/59/36/asset-2945936.jpg,3074457345616798082
3073013,31420-P,BONI spaghetti bolognese 450g,BONI spaghetti bolognese 450g,"2,99","6,65",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Overige pasta,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/19/19/asset-3031919.jpg,3074457345616704964
27801,27801-P,BONI capelletti vlees 500g,BONI capelletti vlees 500g,"2,99","5,98",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Overige pasta,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/27/20/asset-3352720.jpg,3074457345616679340
1389274,27963-P,BONI Cappelletti met rauwe ham 500g,BONI Cappelletti met rauwe ham 500g,"3,49","6,98",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Overige pasta,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/28/22/asset-3352822.jpg,3074457345616683872
3089635,31393-P,BONI macaroni ham-4 kazen 400g,BONI macaroni ham-4 kazen 400g,"3,49","8,73",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Overige pasta,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/11/25/asset-3351125.jpg,3074457345616700844
3073005,31434-P,BONI Tagliatelle carbonara 450g,BONI Tagliatelle carbonara 450g,"3,79","8,43",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Overige pasta,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/89/13/asset-3208913.jpg,3074457345616704960
4444746,17640-P,BONI penne kip mascarpone 450g,BONI penne kip mascarpone 450g,"4,29","9,54",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Overige pasta,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/09/74/asset-3350974.jpg,3074457345616777312
27805,27805-P,BONI Tagliatelle met verse eieren 500g,BONI Tagliatelle met verse eieren 500g,"2,85","5,70",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Overige pasta,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/86/20/asset-3928620.jpg,3074457345616679342
4736021,27396-P,BONI Girasoli ricotta spinazie 250g,BONI Girasoli ricotta spinazie 250g,"2,69","10,76",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Overige pasta,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/76/43/asset-3587643.jpg,3074457345616819064
4738760,1370-P,BONI linguine nestjes 500g,BONI linguine nestjes 500g,"2,79","5,58",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Overige pasta,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/03/93/asset-3380393.jpg,3074457345616819696
4725711,10990-P,BONI pasta meatballs 450g,BONI pasta meatballs 450g,"4,29","9,54",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Overige pasta,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/16/97/asset-3251697.jpg,3074457345616816104
2398703,25705-P,BONI Tortellini met kaas 500g,BONI Tortellini met kaas 500g,"3,55","7,10",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Overige pasta,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/28/23/asset-3352823.jpg,3074457345616699260
3072990,31410-P,BONI Tagliatelle zalm-spinazie 450g,BONI Tagliatelle zalm-spinazie 450g,"4,94","10,98",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Overige pasta,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/11/24/asset-3351124.jpg,3074457345616704886
3109785,41338-P,BONI Singapore noodles 450g,BONI Singapore noodles 450g,"3,99","8,87",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Overige pasta,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/77/28/asset-4017728.jpg,3074457345616707048
4437529,20985-P,BONI Grantortelli Basil-Parmigiano 250g,BONI Grantortelli Basil-Parmigiano 250g,"2,69","10,76",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Overige pasta,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/75/65/asset-3987565.jpg,3074457345616776828
3352111,22162-P,BONI Girasoli gegril.groente&ricot. 250g,BONI Girasoli gegril.groente&ricot. 250g,"2,69","10,76",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Overige pasta,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/89/74/asset-3138974.jpg,3074457345616712622
3642319,40702-P,BONI spirelli Hawaï 400g,BONI spirelli Hawaï 400g,"3,99","9,98",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Overige pasta,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/08/57/asset-3810857.jpg,3074457345616722360
3352571,19977-P,BONI Grantortelli eekhoorntjesbrood 250g,BONI Grantortelli eekhoorntjesbrood 250g,"2,85","11,40",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Overige pasta,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/75/63/asset-3987563.jpg,3074457345616712834
3510104,20774-P,BONI linguine scampi 450g,BONI linguine scampi 450g,"7,14","15,87",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Overige pasta,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/34/52/asset-3383452.jpg,3074457345616716800
4433018,15162-P,BONI gevulde pasta asperges 250g,BONI gevulde pasta asperges 250g,"2,69","10,76",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Overige pasta,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/26/77/asset-3352677.jpg,3074457345616776596
3451217,30603-P,BONI penne groen pesto en tomaten 400g,BONI penne groen pesto en tomaten 400g,"4,29","10,73",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Overige pasta,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/08/72/asset-3810872.jpg,3074457345616714052
3109776,43567-P,BONI Mihoen Goreng 450g,BONI Mihoen Goreng 450g,"4,49","9,98",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Overige pasta,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/66/09/asset-3376609.jpg,3074457345616707044
4883143,11177-P,BONI Pasta Ita. wijze kip 400g,BONI Pasta Ita. wijze kip 400g,"3,99","9,98",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Overige pasta,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/08/56/asset-3810856.jpg,3074457345616848096
3963234,2499-P,BONI pasta girasoli tomaat-mozzare. 250g,BONI pasta girasoli tomaat-mozzare. 250g,"2,69","10,76",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Overige pasta,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/72/91/asset-3137291.jpg,3074457345616732760
2159577,27025-P,EVERYDAY macaroni ham-kaas 1kg,EVERYDAY macaroni ham-kaas 1kg,"4,55","4,55",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Overige pasta,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/13/75/asset-3811375.jpg,3074457345616690592
4874484,38878-P,BONI Spirelli Tom.Masc.ss 450g,BONI Spirelli Tom.Masc.ss 450g,"6,39","14,20",EUR,N,true,,Kant- en-klaar maaltijden en verse bereidingen > Overige pasta,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/55/47/asset-3965547.jpg,3074457345616845824
4014172,2762-P,BONI Pesto verde 140g,BONI Pesto verde 140g,"3,95","28,22",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Verse sauzen pasta,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/53/66/asset-4085366.jpg,3074457345616732358
2322268,5617-P,RANA kaassaus parmezaan 180g,RANA kaassaus parmezaan 180g,"4,39","24,39",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Verse sauzen pasta,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/92/79/asset-3629279.jpg,3074457345616697132
4613249,10246-P,BONI Pastasaus tomaat-mascarpone 250g,BONI Pastasaus tomaat-mascarpone 250g,"2,99","11,96",EUR,Y,true,,Kant- en-klaar maaltijden en verse bereidingen > Verse sauzen pasta,https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/45/94/asset-4094594.jpg,3074457345616798936
